,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,stock,date,before,after,day_start,day_end,1yr_start,1yr_end,1yr_start_stock,1yr_end_stock,1yr_start_index,1yr_end_index,stock_drop,stock_diff,index_diff
671,671.0,671.0,,EXPD,2013-02-26 05:00:00,2013-02-25 00:00:00,2013-02-26 00:00:00,35.40821838378906,31.94619005021542,2013-02-26 00:00:00,2014-02-18 00:00:00,31.94619005021542,37.617271423339844,31.94619005021542,37.61727142333984,-9.78,17.75,23.6
672,672.0,672.0,,BXP,2018-10-30 19:21:00,2018-10-30 00:00:00,2018-10-31 00:00:00,104.07247924804688,105.14898967885809,2018-10-31 00:00:00,2019-10-22 00:00:00,104.37131378380408,119.09488677978516,104.37131378380408,119.09488677978516,1.03,14.11,11.28
673,673.0,673.0,,BXP,2018-07-31 18:20:00,2018-07-31 00:00:00,2018-08-01 00:00:00,109.98551177978516,107.19931179131868,2018-08-01 00:00:00,2019-07-23 00:00:00,107.19929741275377,117.52764129638672,107.19929741275377,117.52764892578124,-2.53,9.63,6.15
674,674.0,674.0,,BXP,2018-04-24 17:45:00,2018-04-24 00:00:00,2018-04-25 00:00:00,103.10525512695312,101.3555123491173,2018-04-25 00:00:00,2019-04-16 00:00:00,101.355489826541,120.43525695800781,101.35552736416818,120.43526458740234,-1.7,18.82,10.53
675,675.0,675.0,,BXP,2018-01-30 18:10:00,2018-01-30 00:00:00,2018-01-31 00:00:00,103.27031707763672,103.74594171507792,2018-01-31 00:00:00,2019-01-22 00:00:00,103.74593431633508,107.94832611083984,103.74594911382076,107.94833374023438,0.46,4.05,-6.16
676,676.0,676.0,,BXP,2017-11-01 17:56:00,2017-11-01 00:00:00,2017-11-02 00:00:00,104.83040618896484,104.36633266006665,2017-11-02 00:00:00,2018-10-24 00:00:00,104.36633266006665,102.03115844726562,104.36633266006665,102.03115844726562,-0.44,-2.24,6.14
677,677.0,677.0,,BXP,2017-08-01 17:50:00,2017-08-01 00:00:00,2017-08-02 00:00:00,104.09632873535156,103.46423408768251,2017-08-02 00:00:00,2018-07-24 00:00:00,103.46422650212456,109.24077606201172,103.46422650212456,109.24078369140624,-0.61,5.58,13.72
678,678.0,678.0,,BXP,2017-04-25 17:54:00,2017-04-25 00:00:00,2017-04-26 00:00:00,113.73812103271484,108.01596994538832,2017-04-26 00:00:00,2018-04-17 00:00:00,108.0159623231826,105.8735580444336,108.01594707877108,105.87355041503906,-5.03,-1.98,12.72
679,679.0,679.0,,BXP,2017-01-31 18:07:00,2017-01-31 00:00:00,2017-02-01 00:00:00,110.49703216552734,109.00290800542214,2017-02-01 00:00:00,2018-01-23 00:00:00,109.00290800542214,107.36065673828125,109.00289276315836,107.36066436767578,-1.35,-1.51,24.04
680,680.0,680.0,,BXP,2016-10-25 19:03:00,2016-10-25 00:00:00,2016-10-26 00:00:00,105.1565933227539,101.4480608947549,2016-10-26 00:00:00,2017-10-17 00:00:00,101.4480608947549,110.05560302734375,101.4480608947549,110.87560272216795,-3.53,8.48,19.66
681,681.0,681.0,,BXP,2016-07-26 17:20:00,2016-07-26 00:00:00,2016-07-27 00:00:00,115.95215606689452,114.7161973355792,2016-07-27 00:00:00,2017-07-18 00:00:00,114.71618977661826,101.76445770263672,114.71621245350111,101.7644500732422,-1.07,-11.29,13.18
682,682.0,682.0,,BXP,2016-04-26 18:01:00,2016-04-26 00:00:00,2016-04-27 00:00:00,108.4607162475586,107.10648803210138,2016-04-27 00:00:00,2017-04-18 00:00:00,107.10651062585674,115.24078369140625,107.90452959617474,115.24079895019533,-1.25,7.59,11.96
683,683.0,683.0,,BXP,2016-02-03 18:41:00,2016-02-03 00:00:00,2016-02-04 00:00:00,94.7967529296875,94.52403372794544,2016-02-04 00:00:00,2017-01-25 00:00:00,94.52403372794544,109.93989562988281,94.52401884395611,109.93992614746094,-0.29,16.31,19.73
684,684.0,684.0,,BXP,2015-10-29 17:14:00,2015-10-29 00:00:00,2015-10-30 00:00:00,99.98724365234376,98.7005624900806,2015-10-30 00:00:00,2016-10-20 00:00:00,98.70054044758704,105.80266571044922,98.70055514258274,105.80265808105467,-1.29,7.2,2.51
685,685.0,685.0,,BXP,2015-07-29 17:45:00,2015-07-29 00:00:00,2015-07-30 00:00:00,102.29605102539062,99.29161170751608,2015-07-30 00:00:00,2016-07-20 00:00:00,99.29161929175554,114.532470703125,99.2916041232766,114.53246307373048,-2.94,15.35,2.82
686,686.0,686.0,,BXP,2015-04-27 17:49:00,2015-04-27 00:00:00,2015-04-28 00:00:00,111.0042495727539,110.17456213235822,2015-04-28 00:00:00,2016-04-18 00:00:00,110.17454704782946,108.01207733154297,110.17455459009383,108.0120849609375,-0.75,-1.96,-1.4
687,687.0,687.0,,BXP,2015-01-29 17:24:00,2015-01-29 00:00:00,2015-01-30 00:00:00,115.01261138916016,111.29219818115234,2015-01-30 00:00:00,2016-01-21 00:00:00,111.2922134399414,95.90424346923828,111.29218292236328,95.90423583984376,-3.23,-13.83,-7.82
688,688.0,688.0,,BXP,2014-10-28 18:18:00,2014-10-28 00:00:00,2014-10-29 00:00:00,94.9617919921875,94.77666496883634,2014-10-29 00:00:00,2015-10-20 00:00:00,94.77668751573376,100.15013885498047,94.77669503136624,100.1501235961914,-0.19,5.67,2.51
689,689.0,689.0,,BXP,2014-07-29 04:00:00,2014-07-28 00:00:00,2014-07-29 00:00:00,93.13805389404295,91.9340271287501,2014-07-29 00:00:00,2015-07-20 00:00:00,91.93399677071244,101.87492370605469,93.09036478276045,101.87492370605467,-1.29,10.81,7.42
690,690.0,690.0,,BXP,2014-04-29 04:00:00,2014-04-28 00:00:00,2014-04-29 00:00:00,90.22396850585938,89.40027739122563,2014-04-29 00:00:00,2015-04-20 00:00:00,89.40028500049684,109.86843872070312,89.40029260976806,109.868408203125,-0.91,22.89,11.4
691,691.0,691.0,,BXP,2014-01-28 05:00:00,2014-01-27 00:00:00,2014-01-28 00:00:00,79.09390258789062,79.13179902447615,2014-01-28 00:00:00,2015-01-20 00:00:00,79.13180658432823,112.67130279541016,79.13179902447615,112.67133331298828,0.05,42.38,13.33
692,692.0,692.0,,BXP,2013-10-29 04:00:00,2013-10-28 00:00:00,2013-10-29 00:00:00,79.15869903564453,78.34050519986651,2013-10-29 00:00:00,2014-10-20 00:00:00,78.3405127105376,93.26494598388672,78.34049768919544,93.26494598388672,-1.03,19.05,6.96
693,693.0,693.0,,BXP,2013-07-30 04:00:00,2013-07-29 00:00:00,2013-07-30 00:00:00,79.83222961425781,79.45859887785801,2013-07-30 00:00:00,2014-07-21 00:00:00,79.45862171130489,92.79293060302734,79.45860648900697,92.7929458618164,-0.47,16.78,17.12
694,694.0,694.0,,BXP,2013-04-30 04:00:00,2013-04-29 00:00:00,2013-04-30 00:00:00,79.45783233642578,78.64249385295409,2013-04-30 00:00:00,2014-04-21 00:00:00,78.64249385295409,89.68248748779297,78.64249385295409,89.68246459960938,-1.03,14.04,17.08
695,695.0,695.0,,BXP,2013-01-29 05:00:00,2013-01-28 00:00:00,2013-01-29 00:00:00,78.7144775390625,78.42512131993195,2013-01-29 00:00:00,2014-01-21 00:00:00,78.42514411980139,80.53458404541016,78.42512891988842,80.53457641601562,-0.37,2.69,22.72
696,696.0,696.0,,EXPE,2018-10-25 16:01:00,2018-10-25 00:00:00,2018-10-26 00:00:00,115.49987030029295,116.45278498766842,2018-10-26 00:00:00,2019-10-17 00:00:00,116.45279249296662,137.47708129882812,116.45278498766842,137.47706604003906,0.83,18.05,12.48
697,697.0,697.0,,EXPE,2018-07-26 16:01:00,2018-07-26 00:00:00,2018-07-27 00:00:00,123.28424835205078,132.633452697002,2018-07-27 00:00:00,2019-07-18 00:00:00,132.63348267195747,135.12896728515625,132.63346768447974,135.12896728515625,7.58,1.88,4.8
698,698.0,698.0,,EXPE,2018-04-26 16:01:00,2018-04-26 00:00:00,2018-04-27 00:00:00,103.95433807373048,111.19740949161202,2018-04-27 00:00:00,2019-04-18 00:00:00,111.19740949161202,122.95068359375,111.19740949161202,122.95068359375,6.97,10.57,8.57
699,699.0,699.0,,EXPE,2018-02-08 16:01:00,2018-02-08 00:00:00,2018-02-09 00:00:00,119.92642974853516,96.0347161479619,2018-02-09 00:00:00,2019-01-31 00:00:00,96.034708920578,117.4574203491211,96.03470169319412,117.4574203491211,-19.92,22.31,3.22
700,700.0,700.0,,EXPE,2017-10-26 16:06:00,2017-10-26 00:00:00,2017-10-27 00:00:00,143.27999877929688,114.74067004683953,2017-10-27 00:00:00,2018-10-18 00:00:00,114.74068459193278,116.35455322265625,114.74068459193278,116.35455322265624,-19.92,1.41,9.02
701,701.0,701.0,,EXPE,2017-07-27 16:01:00,2017-07-27 00:00:00,2017-07-28 00:00:00,149.6791534423828,149.78588780618438,2017-07-28 00:00:00,2018-07-19 00:00:00,149.7858730391205,125.2540512084961,149.78588780618438,125.25404357910156,0.07,-16.38,13.78
702,702.0,702.0,,EXPE,2017-04-27 16:00:00,2017-04-27 00:00:00,2017-04-28 00:00:00,131.9043426513672,127.69156177687428,2017-04-28 00:00:00,2018-04-19 00:00:00,127.69156177687428,108.86125946044922,127.6915166406625,108.86125946044922,-3.19,-14.75,12.85
703,703.0,703.0,,EXPE,2017-02-09 16:04:00,2017-02-09 00:00:00,2017-02-10 00:00:00,119.08767700195312,116.55614874744772,2017-02-10 00:00:00,2018-02-01 00:00:00,116.5561562511887,125.85304260253906,116.55614874744772,125.85304260253906,-2.13,7.98,21.8
704,704.0,704.0,,EXPE,2016-10-27 16:01:00,2016-10-27 00:00:00,2016-10-28 00:00:00,121.8840789794922,123.63882789804376,2016-10-28 00:00:00,2017-10-19 00:00:00,123.63881303335826,149.16287231445312,123.63879073632997,149.16285705566406,1.44,20.64,19.75
705,705.0,705.0,,EXPE,2016-07-28 16:01:00,2016-07-28 00:00:00,2016-07-29 00:00:00,114.72835540771484,108.68747934695314,2016-07-29 00:00:00,2017-07-20 00:00:00,108.68748673696822,150.0478973388672,108.68750151699842,150.04788208007812,-5.27,38.05,14.14
706,706.0,706.0,,EXPE,2016-04-28 16:00:00,2016-04-28 00:00:00,2016-04-29 00:00:00,102.69183349609376,109.19944961977218,2016-04-29 00:00:00,2017-04-20 00:00:00,109.19942712699644,127.76898193359375,109.19944961977218,127.76900482177734,6.34,17.01,13.07
707,707.0,707.0,,EXPE,2016-02-10 16:02:00,2016-02-10 00:00:00,2016-02-11 00:00:00,90.35338592529295,92.77621744881884,2016-02-11 00:00:00,2017-02-01 00:00:00,92.77623174959666,116.69142150878906,92.77623174959666,116.6914291381836,2.68,25.78,23.75
708,708.0,708.0,,EXPE,2015-10-29 17:00:00,2015-10-29 00:00:00,2015-10-30 00:00:00,121.43946838378906,129.69728720968135,2015-10-30 00:00:00,2016-10-20 00:00:00,129.6973024012997,120.18724822998047,129.697272018063,120.18724822998048,6.8,-7.33,2.51
709,709.0,709.0,,EXPE,2015-07-30 16:00:00,2015-07-30 00:00:00,2015-07-31 00:00:00,102.62201690673828,110.62313581176404,2015-07-31 00:00:00,2016-07-21 00:00:00,110.62312123650467,112.14079284667969,110.62311394887502,112.14079284667967,7.8,1.37,2.9
710,710.0,710.0,,EXPE,2015-04-30 16:00:00,2015-04-30 00:00:00,2015-05-01 00:00:00,89.71907043457031,94.37497534464696,2015-05-01 00:00:00,2016-04-21 00:00:00,94.37496790806924,103.98757934570312,94.37498278122467,103.98758697509766,5.19,10.19,0.7
711,711.0,711.0,,EXPE,2015-02-05 16:02:00,2015-02-05 00:00:00,2015-02-06 00:00:00,83.62225341796875,72.8843990890893,2015-02-06 00:00:00,2016-01-28 00:00:00,72.88439157432731,94.50957489013672,72.8844141186133,94.50955963134766,-12.84,29.67,-8.59
712,712.0,712.0,,EXPE,2014-10-30 16:05:00,2014-10-30 00:00:00,2014-10-31 00:00:00,76.55509948730469,78.80252441503508,2014-10-31 00:00:00,2015-10-22 00:00:00,78.80254679950013,121.93647766113281,78.80253933801178,121.93649291992188,2.94,54.74,1.03
713,713.0,713.0,,EXPE,2014-07-31 04:00:00,2014-07-30 00:00:00,2014-07-31 00:00:00,77.2961654663086,74.1922104698017,2014-07-31 00:00:00,2015-07-22 00:00:00,74.19220293839201,105.53064727783203,74.1922104698017,105.53062438964844,-4.02,42.24,7.79
714,714.0,714.0,,EXPE,2014-05-01 04:00:00,2014-04-30 00:00:00,2014-05-01 00:00:00,67.04291534423828,67.17510526027523,2014-05-01 00:00:00,2015-04-22 00:00:00,67.17510526027523,94.70822143554688,67.17511995308128,94.70822143554688,0.2,40.99,11.35
715,715.0,715.0,,EXPE,2014-02-06 05:00:00,2014-02-05 00:00:00,2014-02-06 00:00:00,60.25586700439453,59.9542637249701,2014-02-06 00:00:00,2015-01-28 00:00:00,59.95425627477368,81.59823608398438,59.95425627477368,81.59822082519531,-0.5,36.1,15.94
716,716.0,716.0,,EXPE,2013-10-30 04:00:00,2013-10-29 00:00:00,2013-10-30 00:00:00,47.64999008178711,46.75679676774148,2013-10-30 00:00:00,2014-10-21 00:00:00,46.75678537633454,76.15681457519531,46.75678537633454,76.15682220458984,-1.87,62.88,7.74
717,717.0,717.0,,EXPE,2013-07-25 04:00:00,2013-07-24 00:00:00,2013-07-25 00:00:00,59.78260803222656,59.72637964198008,2013-07-25 00:00:00,2014-07-16 00:00:00,59.7263646836715,75.11959075927734,59.7263646836715,75.11957550048828,-0.09,25.77,17.28
718,718.0,718.0,,EXPE,2013-04-25 04:00:00,2013-04-24 00:00:00,2013-04-25 00:00:00,60.025089263916016,60.230828807144775,2013-04-25 00:00:00,2014-04-16 00:00:00,60.230836369604525,68.41226196289062,60.230828807144775,68.41229248046875,0.34,13.58,16.92
719,719.0,719.0,,EXPE,2013-02-05 05:00:00,2013-02-04 00:00:00,2013-02-05 00:00:00,60.81965637207031,60.95033035860569,2013-02-05 00:00:00,2014-01-27 00:00:00,60.95034881043851,61.69792175292969,60.950319287506005,61.697940826416016,0.21,1.23,19.74
720,720.0,720.0,,PNC,2018-10-12 06:45:00,2018-10-11 00:00:00,2018-10-12 00:00:00,116.72869873046876,107.85940762270084,2018-10-12 00:00:00,2019-10-03 00:00:00,107.85939268932472,125.07783508300781,107.85941508938888,125.07784271240234,-7.6,15.96,4.15
721,721.0,721.0,,PNC,2018-07-13 06:55:00,2018-07-12 00:00:00,2018-07-13 00:00:00,122.5458526611328,120.11253778293072,2018-07-13 00:00:00,2019-07-05 00:00:00,119.13326311315905,129.4949493408203,120.11253778293072,129.4949493408203,-1.99,8.7,6.7
722,722.0,722.0,,PNC,2018-04-13 07:03:00,2018-04-12 00:00:00,2018-04-13 00:00:00,134.75692749023438,128.6380663468732,2018-04-13 00:00:00,2019-04-04 00:00:00,128.6380663468732,116.6256103515625,128.6380663468732,116.6256103515625,-4.54,-9.34,7.36
723,723.0,723.0,,PNC,2018-01-12 07:00:00,2018-01-11 00:00:00,2018-01-12 00:00:00,133.2119598388672,131.90173817951305,2018-01-12 00:00:00,2019-01-03 00:00:00,131.90173817951305,106.56536102294922,131.90173817951305,106.56536102294922,-0.98,-19.21,-10.04
724,724.0,724.0,,PNC,2017-10-13 06:40:00,2017-10-12 00:00:00,2017-10-13 00:00:00,118.28197479248048,115.98227315022235,2017-10-13 00:00:00,2018-10-04 00:00:00,115.98227315022235,124.4485092163086,115.98227315022235,124.4485092163086,-1.94,7.3,14.23
725,725.0,725.0,,PNC,2017-07-14 06:38:00,2017-07-13 00:00:00,2017-07-14 00:00:00,111.33039093017578,109.24930189351755,2017-07-14 00:00:00,2018-07-05 00:00:00,109.24930189351755,119.4239273071289,109.24930189351755,120.40559387207033,-1.87,9.31,11.23
726,726.0,726.0,,PNC,2017-04-13 06:41:00,2017-04-12 00:00:00,2017-04-13 00:00:00,100.83405303955078,100.48633861860796,2017-04-13 00:00:00,2018-04-04 00:00:00,100.48633861860796,134.76576232910156,100.48633861860796,134.76576232910156,-0.34,34.11,10.34
727,727.0,727.0,,PNC,2017-01-13 06:33:00,2017-01-12 00:00:00,2017-01-13 00:00:00,102.03404235839844,101.3851206365406,2017-01-13 00:00:00,2018-01-04 00:00:00,101.3851206365406,127.15330505371094,101.3851206365406,127.15330505371094,-0.64,25.42,19.65
728,728.0,728.0,,PNC,2016-10-14 06:46:00,2016-10-13 00:00:00,2016-10-14 00:00:00,75.74153137207031,75.44007028410691,2016-10-14 00:00:00,2017-10-05 00:00:00,75.44007028410691,118.51806640625,75.44007028410691,117.55177307128906,-0.4,57.1,18.75
729,729.0,729.0,,PNC,2016-07-15 06:34:00,2016-07-14 00:00:00,2016-07-15 00:00:00,70.35358428955078,69.40263849045321,2016-07-15 00:00:00,2017-07-06 00:00:00,69.97312849726978,109.53532409667969,69.97312849726978,109.53532409667967,-1.35,56.54,11.93
730,730.0,730.0,,PNC,2016-04-14 06:38:00,2016-04-13 00:00:00,2016-04-14 00:00:00,72.4209213256836,70.31217358498961,2016-04-14 00:00:00,2017-04-05 00:00:00,70.31217358498961,102.34549713134766,70.31217358498961,102.34549713134766,-2.91,45.56,13.62
731,731.0,731.0,,PNC,2016-01-15 06:31:00,2016-01-14 00:00:00,2016-01-15 00:00:00,73.41181945800781,70.00616709773213,2016-01-15 00:00:00,2017-01-05 00:00:00,70.00616709773213,101.0978012084961,70.00616709773213,101.0978012084961,-4.64,44.41,18.34
732,732.0,732.0,,PNC,2015-10-14 06:27:00,2015-10-13 00:00:00,2015-10-14 00:00:00,74.45708465576172,72.14684406723903,2015-10-14 00:00:00,2016-10-04 00:00:00,72.14684406723903,77.47209167480469,71.55863511214788,77.47209167480469,-3.1,7.38,7.97
733,733.0,733.0,,PNC,2015-07-15 06:34:00,2015-07-14 00:00:00,2015-07-15 00:00:00,81.44303131103516,79.7724078352144,2015-07-15 00:00:00,2016-07-05 00:00:00,79.7724078352144,67.02996826171875,79.7724078352144,67.02996826171875,-2.05,-15.97,-0.66
734,734.0,734.0,,PNC,2015-04-15 06:32:00,2015-04-14 00:00:00,2015-04-15 00:00:00,77.7878646850586,76.46673679884846,2015-04-15 00:00:00,2016-04-05 00:00:00,76.46673679884846,70.09066009521484,76.46673679884846,70.09066009521484,-1.7,-8.34,-1.68
735,735.0,735.0,,PNC,2015-01-16 06:51:00,2015-01-15 00:00:00,2015-01-16 00:00:00,68.10830688476562,68.25702800978834,2015-01-16 00:00:00,2016-01-07 00:00:00,68.25702800978834,75.00314331054688,68.25702800978834,75.00314331054688,0.22,9.88,-0.35
736,736.0,736.0,,PNC,2014-10-15 06:39:00,2014-10-14 00:00:00,2014-10-15 00:00:00,67.04679107666016,63.38179064776901,2014-10-15 00:00:00,2015-10-06 00:00:00,63.38179064776901,75.13641357421875,62.86503646882976,75.13641357421875,-5.47,18.55,6.0
737,737.0,737.0,,PNC,2014-07-16 04:00:00,2014-07-15 00:00:00,2014-07-16 00:00:00,72.09220886230469,69.05296200801921,2014-07-16 00:00:00,2015-07-07 00:00:00,68.48996033029182,78.86782836914062,69.05296200801921,78.86780548095703,-4.22,15.15,4.71
738,738.0,738.0,,PNC,2014-04-16 04:00:00,2014-04-15 00:00:00,2014-04-16 00:00:00,66.74828338623047,66.95143031369237,2014-04-16 00:00:00,2015-04-07 00:00:00,66.95143031369237,76.86766052246094,66.95143031369237,76.86766052246094,0.3,14.81,12.72
739,739.0,739.0,,PNC,2014-01-16 05:00:00,2014-01-15 00:00:00,2014-01-16 00:00:00,63.684837341308594,63.684820972334094,2014-01-16 00:00:00,2015-01-07 00:00:00,63.684820972334094,71.28704071044922,63.684820972334094,71.28704071044922,-0.0,11.94,8.53
740,740.0,740.0,,PNC,2013-10-16 04:00:00,2013-10-15 00:00:00,2013-10-16 00:00:00,58.24443817138672,58.18017469303746,2013-10-16 00:00:00,2014-10-07 00:00:00,58.18017469303746,68.0235366821289,58.18017469303746,68.0235366821289,-0.11,16.92,15.4
741,741.0,741.0,,PNC,2013-07-17 04:00:00,2013-07-16 00:00:00,2013-07-17 00:00:00,59.47139358520508,57.93872414445832,2013-07-17 00:00:00,2014-07-08 00:00:00,57.93872414445832,71.54214477539062,57.93872414445832,71.54214477539062,-2.58,23.48,17.79
742,742.0,742.0,,PNC,2013-04-17 04:00:00,2013-04-16 00:00:00,2013-04-17 00:00:00,51.415069580078125,51.16111092944679,2013-04-17 00:00:00,2014-04-08 00:00:00,51.16111092944679,68.36182403564453,51.16111092944679,68.36182403564453,-0.49,33.62,17.21
743,743.0,743.0,,PNC,2013-01-17 05:00:00,2013-01-16 00:00:00,2013-01-17 00:00:00,46.74494934082031,47.46435610988849,2013-01-17 00:00:00,2014-01-08 00:00:00,47.46434864166939,63.232688903808594,47.46434864166939,63.232688903808594,1.54,33.22,24.8
744,744.0,744.0,,WMT,2018-11-15 07:02:00,2018-11-14 00:00:00,2018-11-15 00:00:00,95.11060333251952,92.38459959044044,2018-11-15 00:00:00,2019-11-06 00:00:00,92.3845844726807,115.1813735961914,92.38459959044044,115.1813735961914,-2.87,24.68,14.17
745,745.0,745.0,,WMT,2018-08-16 07:02:00,2018-08-15 00:00:00,2018-08-16 00:00:00,84.51570129394531,91.71948735972344,2018-08-16 00:00:00,2019-08-07 00:00:00,91.71949493265582,103.004638671875,91.71947978679104,103.004638671875,8.52,12.3,0.96
746,746.0,746.0,,WMT,2018-05-17 07:01:00,2018-05-16 00:00:00,2018-05-17 00:00:00,80.21839141845703,78.09486847685729,2018-05-17 00:00:00,2019-05-08 00:00:00,78.09488362006326,94.97943115234375,78.09486847685729,94.97943878173828,-2.65,21.62,5.88
747,747.0,747.0,,WMT,2018-02-20 06:32:00,2018-02-16 00:00:00,2018-02-20 00:00:00,96.40260314941406,86.57650617370977,2018-02-20 00:00:00,2019-02-11 00:00:00,86.57651380229345,90.6093521118164,86.5764985451261,90.609375,-10.19,4.66,-0.5
748,748.0,748.0,,WMT,2017-11-16 07:00:00,2017-11-15 00:00:00,2017-11-16 00:00:00,82.4007797241211,86.88634810187429,2017-11-16 00:00:00,2018-11-07 00:00:00,86.88634810187429,98.4587631225586,86.6900513960133,98.4587631225586,5.44,13.32,7.82
749,749.0,749.0,,WMT,2017-08-17 07:00:00,2017-08-16 00:00:00,2017-08-17 00:00:00,74.11488342285156,71.68952929758562,2017-08-17 00:00:00,2018-08-08 00:00:00,71.68954429408527,84.49974822998047,71.68952179933581,83.86931610107422,-3.27,17.87,15.99
750,750.0,750.0,,WMT,2017-05-18 07:02:00,2017-05-17 00:00:00,2017-05-18 00:00:00,68.32191467285156,69.24051513582214,2017-05-18 00:00:00,2018-05-09 00:00:00,69.24051513582214,76.87479400634766,69.24050764516213,76.87478637695312,1.34,11.03,13.74
751,751.0,751.0,,WMT,2017-02-21 07:01:00,2017-02-17 00:00:00,2017-02-21 00:00:00,62.21538925170898,63.40822419589716,2017-02-21 00:00:00,2018-02-12 00:00:00,63.40822419589716,91.59077453613281,63.40820909727735,91.59075927734376,1.92,44.45,11.97
752,752.0,752.0,,WMT,2016-11-17 07:00:00,2016-11-16 00:00:00,2016-11-17 00:00:00,63.57205581665039,60.66017127606148,2016-11-17 00:00:00,2017-11-08 00:00:00,60.66016000894864,82.79521942138672,60.66016000894864,82.608154296875,-4.58,36.49,18.82
753,753.0,753.0,,WMT,2016-08-18 07:00:00,2016-08-17 00:00:00,2016-08-18 00:00:00,64.94342041015625,64.94341771051795,2016-08-18 00:00:00,2017-08-09 00:00:00,65.09045868190435,74.860595703125,64.94341022180029,74.69146728515625,-0.0,15.01,12.99
754,754.0,754.0,,WMT,2016-05-19 07:02:00,2016-05-18 00:00:00,2016-05-19 00:00:00,55.852088928222656,59.69938172133701,2016-05-19 00:00:00,2017-05-10 00:00:00,59.6993593954344,69.91687774658203,59.83455017771418,69.7589111328125,6.89,17.11,17.25
755,755.0,755.0,,WMT,2016-02-18 07:02:00,2016-02-17 00:00:00,2016-02-18 00:00:00,57.61847686767578,54.34142744373333,2016-02-18 00:00:00,2017-02-08 00:00:00,54.341431153127566,60.81627655029297,54.341416315550624,60.816287994384766,-5.69,11.92,18.78
756,756.0,756.0,,WMT,2015-11-17 07:02:00,2015-11-16 00:00:00,2015-11-17 00:00:00,50.01792144775391,51.167452174183424,2015-11-17 00:00:00,2016-11-07 00:00:00,51.167452174183424,62.138370513916016,51.16745594304337,62.138370513916016,2.3,21.44,2.28
757,757.0,757.0,,WMT,2015-08-18 07:02:00,2015-08-17 00:00:00,2015-08-18 00:00:00,62.15288543701172,59.84517574731854,2015-08-18 00:00:00,2016-08-08 00:00:00,59.84517194579843,64.8644790649414,59.84517574731854,65.01134490966797,-3.71,8.39,3.89
758,758.0,758.0,,WMT,2015-05-19 07:02:00,2015-05-18 00:00:00,2015-05-19 00:00:00,68.60758209228516,65.43988426130599,2015-05-19 00:00:00,2016-05-09 00:00:00,65.43989948016687,60.53855514526367,65.43989187073643,60.67564010620117,-4.62,-7.49,-3.38
759,759.0,759.0,,WMT,2015-02-19 08:31:00,2015-02-18 00:00:00,2015-02-19 00:00:00,73.17184448242188,70.71272533769007,2015-02-19 00:00:00,2016-02-10 00:00:00,70.7127329552096,57.3395881652832,70.7127329552096,57.33958435058594,-3.36,-18.91,-11.54
760,760.0,760.0,,WMT,2014-11-13 07:01:00,2014-11-12 00:00:00,2014-11-13 00:00:00,66.78660583496094,68.18639903767263,2014-11-13 00:00:00,2015-11-04 00:00:00,68.1864139137958,50.4500732421875,68.18639903767263,50.45006942749024,2.1,-26.01,3.5
761,761.0,761.0,,WMT,2014-08-14 07:01:00,2014-08-13 00:00:00,2014-08-14 00:00:00,62.42690658569336,62.07274587525938,2014-08-14 00:00:00,2015-08-05 00:00:00,62.07274210056023,63.535797119140625,62.07273832586107,63.53580093383789,-0.57,2.36,7.59
762,762.0,762.0,,WMT,2014-05-15 04:00:00,2014-05-14 00:00:00,2014-05-15 00:00:00,65.96412658691406,63.87813469997106,2014-05-15 00:00:00,2015-05-06 00:00:00,64.02277877675874,66.65890502929688,64.02277877675874,66.65888977050781,-3.16,4.12,10.76
763,763.0,763.0,,WMT,2014-02-20 05:00:00,2014-02-19 00:00:00,2014-02-20 00:00:00,61.91997909545898,60.23237532136574,2014-02-20 00:00:00,2015-02-11 00:00:00,60.23236776564998,73.21426391601562,60.23237909922362,73.2142562866211,-2.73,21.55,13.08
764,764.0,764.0,,WMT,2013-11-14 05:00:00,2013-11-13 00:00:00,2013-11-14 00:00:00,64.89262390136719,63.88918761630298,2013-11-14 00:00:00,2014-11-05 00:00:00,63.88921009928311,65.5217056274414,63.88920260495639,65.52169036865234,-1.55,2.56,13.04
765,765.0,765.0,,WMT,2013-08-15 04:00:00,2013-08-14 00:00:00,2013-08-15 00:00:00,62.97874450683594,61.02506126645178,2013-08-15 00:00:00,2014-08-06 00:00:00,60.88720763692411,62.57026290893555,60.88718486562832,62.570274353027344,-3.1,2.76,14.15
766,766.0,766.0,,WMT,2013-05-16 04:00:00,2013-05-15 00:00:00,2013-05-16 00:00:00,65.28572845458984,63.225644243228594,2013-05-16 00:00:00,2014-05-07 00:00:00,63.22562169326635,65.31068420410156,63.22562169326635,65.45856475830078,-3.16,3.3,12.69
767,767.0,767.0,,WMT,2013-02-21 05:00:00,2013-02-20 00:00:00,2013-02-21 00:00:00,56.00801467895508,56.42072133471557,2013-02-21 00:00:00,2014-02-12 00:00:00,56.29326007153156,62.01099395751953,56.29325628615312,62.01095962524414,0.74,10.16,20.38
768,768.0,,,LNC,2018-11-01 16:15:00,2018-11-01 00:00:00,2018-11-02 00:00:00,54.79008865356445,55.25669134994993,2018-11-02 00:00:00,2019-10-24 00:00:00,55.25669134994993,56.18482208251953,55.25669134994993,56.18482208251953,0.85,1.68,9.81
